SCHOOLYEAR,SCHOOLCODE,COUNTY,PUB-PRIV,PUBLICSCHOOLDISTRICT,CITY,SCHOOLNAME,ENROLLMENT,REPORTED,CATEGORY,COUNT,PERCENT,ANNOTATION
2016-2017,118323,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,VISTA,NATIONAL UNIVERSITY ACADEMY,49,Y,UP-TO-DATE,43,88,
2016-2017,6010763,LASSEN,PUBLIC,RAVENDALE-TERMO ELEMENTARY,DOYLE,LONG VALLEY CHARTER,25,Y,UP-TO-DATE,22,88,
2016-2017,6061634,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,FREMONT ACADEMY OF ENGINEERING AND DESIGN,189,Y,UP-TO-DATE,167,88,
2016-2017,6069231,VENTURA,PUBLIC,VENTURA COUNTY OFFICE OF EDUCATION,CAMARILLO,VENTURA COUNTY SPECIAL EDUCATION,52,Y,UP-TO-DATE,46,88,
2016-2017,6972939,ALAMEDA,PRIVATE,,OAKLAND,ST. ELIZABETH ELEMENTARY,42,Y,UP-TO-DATE,37,88,
2016-2017,7090301,SANTA CLARA,PRIVATE,,GILROY,PACIFIC POINT CHRISTIAN SCHOOLS,24,Y,UP-TO-DATE,21,88,
2016-2017,128421,SAN DIEGO,PUBLIC,JULIAN UNION ELEMENTARY,JULIAN,HARBOR SPRINGS CHARTER,96,Y,UP-TO-DATE,85,89,
2016-2017,129718,SANTA CLARA,PRIVATE,,SAN JOSE,DOWNTOWN COLLEGE PREPARATORY MIDDLE,108,Y,UP-TO-DATE,96,89,
2016-2017,2831758,NAPA,PUBLIC,CALISTOGA JOINT UNIFIED,CALISTOGA,CALISTOGA JUNIOR-SENIOR HIGH,57,Y,UP-TO-DATE,51,89,
2016-2017,6053821,TRINITY,PUBLIC,TRINITY ALPS UNIFIED,WEAVERVILLE,WEAVERVILLE ELEMENTARY,45,Y,UP-TO-DATE,40,89,
2016-2017,6069215,SAN JOAQUIN,PUBLIC,SAN JOAQUIN COUNTY OFFICE OF EDUCATION,STOCKTON,SAN JOAQUIN COUNTY SPECIAL EDUCATION,45,Y,UP-TO-DATE,40,89,
2016-2017,6204358,ORANGE,PRIVATE,,SAN JUAN CAPISTRANO,SADDLEBACK VALLEY CHRISTIAN,53,Y,UP-TO-DATE,47,89,
2016-2017,6965511,SAN DIEGO,PRIVATE,,ESCONDIDO,GRACE CHRISTIAN SCHOOL,27,Y,UP-TO-DATE,24,89,
2016-2017,7090244,SAN DIEGO,PRIVATE,,SAN MARCOS,SAINT JOSEPH ACADEMY,47,Y,UP-TO-DATE,42,89,
2016-2017,101170,RIVERSIDE,PUBLIC,Perris Union High,PERRIS,CALIFORNIA MILITARY INSTITUTE,155,Y,UP-TO-DATE,140,90,
2016-2017,108399,LOS ANGELES,PUBLIC,LYNWOOD UNIFIED,LYNWOOD,CESAR CHAVEZ MIDDLE,258,Y,UP-TO-DATE,232,90,
2016-2017,127167,SAN DIEGO,PUBLIC,DEHESA ELEMENTARY,ESCONDIDO,COMMUNITY MONTESSORI CHARTER,20,Y,UP-TO-DATE,18,90,
2016-2017,129379,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,WESTSIDE INNOVATIVE SCHOOL HOUSE CHARTER MIDDLE,81,Y,UP-TO-DATE,73,90,
2016-2017,6007660,HUMBOLDT,PUBLIC,ARCATA ELEMENTARY,ARCATA,SUNNY BRAE MIDDLE,62,Y,UP-TO-DATE,56,90,
2016-2017,6023774,LOS ANGELES,PUBLIC,COMPTON UNIFIED,LOS ANGELES,LINCOLN ELEMENTARY,29,Y,UP-TO-DATE,26,90,
2016-2017,6025282,MENDOCINO,PUBLIC,WILLITS UNIFIED,WILLITS,BAECHTEL GROVE MIDDLE,104,Y,UP-TO-DATE,94,90,
2016-2017,6112387,FRESNO,PUBLIC,WEST PARK ELEMENTARY,FRESNO,WEST PARK CHARTER ACADEMY,20,Y,UP-TO-DATE,18,90,
2016-2017,6113286,STANISLAUS,PUBLIC,KEYES UNION,KEYES,KEYES TO LEARNING CHARTER,31,Y,UP-TO-DATE,28,90,
2016-2017,6115935,YUBA,PUBLIC,CAMPTONVILLE ELEMENTARY,MARYSVILLE,CAMPTONVILLE ACADEMY,41,Y,UP-TO-DATE,37,90,
2016-2017,6116776,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,CLASSICAL ACADEMY,194,Y,UP-TO-DATE,174,90,
2016-2017,6204556,LOS ANGELES,PRIVATE,,NORTH HOLLYWOOD,OR HACHAIM ACADEMY,21,Y,UP-TO-DATE,19,90,
2016-2017,6938195,SACRAMENTO,PRIVATE,,CARMICHAEL,SACRAMENTO ADVENTIST ACADEMY,21,Y,UP-TO-DATE,19,90,
2016-2017,6963698,LOS ANGELES,PRIVATE,,LOS ANGELES,ST. DOMINIC ELEMENTARY,20,Y,UP-TO-DATE,18,90,
2016-2017,6965214,ORANGE,PRIVATE,,LAGUNA BEACH,SAINT CATHERINE OF SIENA PARISH SCHOOL,20,Y,UP-TO-DATE,18,90,
2016-2017,6987002,SAN DIEGO,PRIVATE,,VISTA,TRI-CITY CHRISTIAN SCHOOLS,41,Y,UP-TO-DATE,37,90,
2016-2017,7096076,LOS ANGELES,PRIVATE,,PASADENA,"WAVERLY SCHOOL, THE",31,Y,UP-TO-DATE,28,90,
2016-2017,101212,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,KIPP SUMMIT ACADEMY,104,Y,UP-TO-DATE,95,91,
2016-2017,105866,SONOMA,PUBLIC,SONOMA VALLEY UNIFIED,SONOMA,WOODLAND STAR CHARTER,22,Y,UP-TO-DATE,20,91,
2016-2017,113464,LOS ANGELES,PUBLIC,PASADENA UNIFIED,ALTADENA,AVESON GLOBAL LEADERSHIP ACADEMY,67,Y,UP-TO-DATE,61,91,
2016-2017,122481,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ANIMO JEFFERSON CHARTER MIDDLE,183,Y,UP-TO-DATE,167,91,
2016-2017,127969,SANTA CLARA,PUBLIC,SANTA CLARA COUNTY OFFICE OF EDUCATION,SAN JOSE,DISCOVERY CHARTER II,23,Y,UP-TO-DATE,21,91,
2016-2017,131987,LOS ANGELES,PUBLIC,ACTON-AGUA DULCE UNIFIED,CASTAIC,ILEAD HYBRID,158,Y,UP-TO-DATE,144,91,
2016-2017,6002000,ALAMEDA,PUBLIC,ALAMEDA COUNTY OFFICE OF EDUCATION,OAKLAND,LAZEAR CHARTER ACADEMY,54,Y,UP-TO-DATE,49,91,
2016-2017,6034078,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,ALICE BIRNEY WALDORF-INSPIRED,56,Y,UP-TO-DATE,51,91,
2016-2017,6034920,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CARMICHAEL,STARR KING K-8,58,Y,UP-TO-DATE,53,91,
2016-2017,6050421,SHASTA,PUBLIC,NORTH COW CREEK ELEMENTARY,PALO CEDRO,NORTH COW CREEK ELEMENTARY,35,Y,UP-TO-DATE,32,91,
2016-2017,6051759,SONOMA,PUBLIC,GRAVENSTEIN UNION ELEMENTARY,SEBASTOPOL,HILLCREST MIDDLE,87,Y,UP-TO-DATE,79,91,
2016-2017,6069348,SAN BERNARDINO,PUBLIC,SAN BERNARDINO COUNTY OFFICE OF EDUCATION,SAN BERNARDINO,SAN BERNARDINO COUNTY SPECIAL EDUCATION,74,Y,UP-TO-DATE,67,91,
2016-2017,6093538,LOS ANGELES,PUBLIC,SANTA MONICA-MALIBU UNIFIED,SANTA MONICA,SANTA MONICA ALTERNATIVE -K-8-,22,Y,UP-TO-DATE,20,91,
2016-2017,6105845,SAN DIEGO,PUBLIC,JULIAN UNION ELEMENTARY,JULIAN,JULIAN JUNIOR HIGH,33,Y,UP-TO-DATE,30,91,
2016-2017,6900757,ALAMEDA,PRIVATE,,BERKELEY,ECOLE BILINGUE DE BERKELEY,32,Y,UP-TO-DATE,29,91,
2016-2017,6941710,VENTURA,PRIVATE,,OJAI,OJAI VALLEY SCHOOL,23,Y,UP-TO-DATE,21,91,
2016-2017,6956833,NAPA,PRIVATE,,ST. HELENA,ST. HELENA MONTESSORI,22,Y,UP-TO-DATE,20,91,
2016-2017,6962310,LOS ANGELES,PRIVATE,,GLENDALE,HOLY FAMILY ELEMENTARY,32,Y,UP-TO-DATE,29,91,
2016-2017,6963961,LOS ANGELES,PRIVATE,,NORTH HOLLYWOOD,ST. JANE FRANCES DE CHANTAL SCHOOL,22,Y,UP-TO-DATE,20,91,
2016-2017,6964183,LOS ANGELES,PRIVATE,,COVINA,ST. LOUISE DE MARILLAC ELEMENTARY,33,Y,UP-TO-DATE,30,91,
2016-2017,6974760,MONTEREY,PRIVATE,,MONTEREY,SAN CARLOS ELEMENTARY,35,Y,UP-TO-DATE,32,91,
2016-2017,6978712,SAN MATEO,PRIVATE,,HILLSBOROUGH,THE NUEVA SCHOOL,79,Y,UP-TO-DATE,72,91,
2016-2017,6981716,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,MISSION DOLORES ACADEMY,33,Y,UP-TO-DATE,30,91,
2016-2017,7025349,LOS ANGELES,PRIVATE,,ENCINO,WESTMARK SCHOOL,33,Y,UP-TO-DATE,30,91,
2016-2017,7059538,ORANGE,PRIVATE,,ANAHEIM,VINEYARD CHRISTIAN SCHOOL,34,Y,UP-TO-DATE,31,91,
2016-2017,7082423,SACRAMENTO,PRIVATE,,ELK GROVE,ST. PETER'S LUTHERAN SCHOOL,23,Y,UP-TO-DATE,21,91,
2016-2017,7083058,SANTA CLARA,PRIVATE,,SUNNYVALE,CHALLENGER - SUNNYVALE,33,Y,UP-TO-DATE,30,91,
2016-2017,7088354,LOS ANGELES,PRIVATE,,LOS ANGELES,BAIS CHAYA MUSHKA CHABAD,46,Y,UP-TO-DATE,42,91,
2016-2017,7091648,ORANGE,PRIVATE,,MISSION VIEJO,CARDEN ACADEMY OF BASIC EDUCATION,22,Y,UP-TO-DATE,20,91,
2016-2017,112169,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CARMICHAEL,CALIFORNIA MONTESSORI PROJECT-SAN JUAN CAMPUS,84,Y,UP-TO-DATE,77,92,
2016-2017,123778,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,OLD TOWN ACADEMY K-8 CHARTER,25,Y,UP-TO-DATE,23,92,
2016-2017,134114,CONTRA COSTA,PUBLIC,CONTRA COSTA COUNTY OFFICE OF EDUCATION,WALNUT CREEK,CONTRA COSTA SCHOOL OF PERFORMING ARTS,64,Y,UP-TO-DATE,59,92,
